日期,股东名称,股东性质,股份类型,持股数(股),占总流通股本持股比例,增减(股),变动比例,code
2017-09-30,常国杰,个人,A股,8456048,4.14%,不变,--,002582
2017-09-30,王新才,个人,A股,7548648,3.69%,不变,--,002582
2017-09-30,张五须,个人,A股,4700000,2.30%,-383200,-7.54%,002582
2017-09-30,湛明乾,个人,A股,2876860,1.41%,不变,--,002582
2017-09-30,卢新杰,个人,A股,2637460,1.29%,不变,--,002582
2017-09-30,张国俊,个人,A股,2436860,1.19%,不变,--,002582
2017-09-30,石聚领,个人,A股,2045800,1.00%,新进,--,002582
2017-09-30,付海龙,个人,A股,1678868,0.82%,新进,--,002582
2017-09-30,张辉,个人,A股,1092600,0.53%,新进,--,002582
2017-09-30,陈清州,个人,A股,224709514,21.45%,不变,--,002583
2017-09-30,翁丽敏,个人,A股,17600000,1.68%,不变,--,002583
2017-09-30,黄伟波,个人,A股,23097784,8.01%,不变,--,002584
2017-09-30,黄少群,个人,A股,18625000,6.46%,不变,--,002584
2017-09-30,黄伟鹏,个人,A股,18127500,6.29%,-6875,-0.04%,002584
2017-09-30,童美芳,个人,A股,4760203,1.65%,新进,--,002584
2017-09-30,吴培服,个人,A股,78986743,11.36%,不变,--,002585
2017-09-30,庄泽玲,个人,A股,6552284,0.94%,不变,--,002585
2017-09-30,陈美秋,个人,A股,16320000,2.35%,不变,--,002586
2017-09-30,罗全民,个人,A股,16145668,2.33%,不变,--,002586
2017-09-30,陈德海,个人,A股,11141188,1.61%,不变,--,002586
2017-09-30,陈剑刚,个人,A股,7630189,1.10%,1870100,32.47%,002586
2017-09-30,徐彭龙,个人,A股,5205535,0.75%,不变,--,002586
2017-09-30,吴涵渠,个人,A股,42366993,11.59%,不变,--,002587
2017-09-30,张志清,个人,A股,8364000,2.29%,66600,0.80%,002587
2017-09-30,黄斌,个人,A股,7226287,1.98%,不变,--,002587
2017-09-30,郭卫华,个人,A股,5469215,1.50%,不变,--,002587
2017-09-30,赵旭峰,个人,A股,4989698,1.36%,不变,--,002587
2017-09-30,陈国雄,个人,A股,4794059,1.31%,不变,--,002587
2017-09-30,邱荣邦,个人,A股,4542957,1.24%,不变,--,002587
2017-09-30,高文班,个人,A股,66129700,9.35%,不变,--,002588
2017-09-30,高英,个人,A股,52903760,7.48%,不变,--,002588
2017-09-30,高文安,个人,A股,48903760,6.92%,不变,--,002588
2017-09-30,高文靠,个人,A股,48903760,6.92%,不变,--,002588
2017-09-30,高进华,个人,A股,43608960,6.17%,不变,--,002588
2017-09-30,井沛花,个人,A股,12264702,1.73%,不变,--,002588
2017-09-30,密守洪,个人,A股,12225940,1.73%,不变,--,002588
2017-09-30,张仁华,个人,A股,90775397,10.06%,不变,--,002589
2017-09-30,韩旭,个人,A股,49235474,5.46%,不变,--,002589
2017-09-30,陈锋,个人,A股,5985000,1.38%,不变,--,002590
2017-09-30,陈利祥,个人,A股,5869134,1.35%,不变,--,002590
2017-09-30,陈黎明,个人,A股,3207642,0.74%,不变,--,002590
2017-09-30,李连香,个人,A股,2301800,0.53%,新进,--,002590
2017-09-30,周汉明,个人,A股,1660000,0.38%,不变,--,002590
2017-09-30,姚金尧,个人,A股,1568214,0.36%,不变,--,002590
2017-09-30,陈永汉,个人,A股,1156798,0.27%,不变,--,002590
2017-09-30,朱星河,个人,A股,16887320,9.60%,不变,--,002591
2017-09-30,朱光宇,个人,A股,16009012,9.10%,不变,--,002591
2017-09-30,黄玉,个人,A股,12000000,6.82%,不变,--,002591
2017-09-30,胡恩雪,个人,A股,10920267,6.21%,不变,--,002591
2017-09-30,胡家铭,个人,A股,6000000,3.41%,不变,--,002591
2017-09-30,胡炳恒,个人,A股,6000000,3.41%,不变,--,002591
2017-09-30,胡长清,个人,A股,2035490,1.16%,不变,--,002591
2017-09-30,索健,个人,A股,1600300,0.91%,新进,--,002591
2017-09-30,杨竞忠,个人,A股,71834788,34.33%,36310861,102.22%,002592
2017-09-30,陆晖,个人,A股,15561798,7.44%,新进,--,002592
2017-09-30,黄安定,个人,A股,10374532,4.96%,新进,--,002592
2017-09-30,任宁,个人,A股,6435527,3.08%,232541,3.75%,002592
2017-09-30,文丽辉,个人,A股,5155019,2.46%,-321088,-5.86%,002592
2017-09-30,韦秋燕,个人,A股,4678585,2.24%,不变,--,002592
2017-09-30,黄志强,个人,A股,4666022,2.23%,不变,--,002592
2017-09-30,罗勤,个人,A股,3763342,1.80%,新进,--,002592
2017-09-30,吴丽珠,个人,A股,82416600,17.69%,不变,--,002593
2017-09-30,吴子文,个人,A股,71945850,15.44%,不变,--,002593
2017-09-30,吴伟洋,个人,A股,14990700,3.22%,不变,--,002593
2017-09-30,吴志良,个人,A股,5343750,1.15%,不变,--,002593
2017-09-30,康月凤,个人,A股,2172675,0.47%,120000,5.85%,002593
2017-09-30,袁东红,个人,A股,2000000,0.43%,新进,--,002593
2017-09-30,林彦存,个人,A股,1875500,0.40%,-55600,-2.88%,002593
2017-09-30,吴明玉,个人,A股,1872409,0.40%,新进,--,002593
2017-09-30,吴金生,个人,A股,1828089,0.39%,新进,--,002593
2017-09-30,毛诚忠,个人,A股,1708554,0.37%,-20434,-1.18%,002593
2017-09-30,王传福,个人,A股,128155955,6.24%,不变,--,002594
2017-09-30,吕向阳,个人,A股,59807155,2.91%,不变,--,002594
2017-09-30,杨龙忠,个人,A股,26500000,1.29%,不变,--,002594
2017-09-30,张恭运,个人,A股,59849050,11.51%,不变,--,002595
2017-09-30,刘霞,个人,A股,53797500,10.34%,不变,--,002595
2017-09-30,冯民堂,个人,A股,50797500,9.77%,不变,--,002595
2017-09-30,徐华兵,个人,A股,32311200,6.21%,不变,--,002595
2017-09-30,柳胜军,个人,A股,26961257,5.18%,不变,--,002595
2017-09-30,冯活灵,个人,A股,129510000,20.07%,不变,--,002596
2017-09-30,张海林,个人,A股,34680000,5.37%,不变,--,002596
2017-09-30,夏兴兰,个人,A股,21362634,3.31%,不变,--,002596
2017-09-30,仇国清,个人,A股,14241756,2.21%,不变,--,002596
2017-09-30,何新海,个人,A股,15603444,2.79%,6602190,73.35%,002597
2017-09-30,陈仕春,个人,A股,8021222,1.43%,3853033,92.44%,002597
2017-09-30,高沛杰,个人,A股,4000000,0.71%,不变,--,002597
2017-09-30,华志勇,个人,A股,2800000,0.50%,-300000,-9.68%,002597
2017-09-30,方润刚,个人,A股,8503450,3.18%,3680000,76.29%,002598
2017-09-30,王恩环,个人,A股,3410400,1.28%,1000,0.03%,002598
2017-09-30,郭光文,个人,A股,2657900,1.00%,10000,0.38%,002598
2017-09-30,陈莉,个人,A股,2301477,0.86%,新进,--,002598
2017-09-30,徐晟,个人,A股,1989600,0.74%,新进,--,002598
2017-09-30,贾则平,个人,A股,28923000,15.87%,不变,--,002599
2017-09-30,栗延秋,个人,A股,18243750,10.01%,不变,--,002599
2017-09-30,贾子成,个人,A股,11250000,6.17%,不变,--,002599
2017-09-30,贾春琳,个人,A股,9000000,4.94%,不变,--,002599
2017-09-30,贾子裕,个人,A股,8920200,4.89%,不变,--,002599
2017-09-30,汪南东,个人,A股,77868668,5.86%,23526868,43.29%,002600
2017-09-30,吕兆民,个人,A股,21013600,1.58%,9961800,90.14%,002600
2017-09-30,吴捷,个人,A股,19638900,1.48%,9819450,100.00%,002600
2017-09-30,陈惠玲,个人,A股,14328436,1.08%,7164218,100.00%,002600
2017-09-30,伍杏媛,个人,A股,10550100,0.79%,新进,--,002600
2017-09-30,许刚,个人,A股,81792565,12.18%,不变,--,002601
2017-09-30,张怀余,个人,A股,2877070,0.43%,新进,--,002601
2017-09-30,汤奇青,个人,A股,65652254,8.23%,29060902,79.42%,002602
2017-09-30,邵恒,个人,A股,39587831,4.96%,新进,--,002602
2017-09-30,王佶,个人,A股,31136681,3.90%,新进,--,002602
2017-09-30,田书彦,个人,A股,68966194,7.56%,不变,--,002603
2017-09-30,吴相君,个人,A股,61910632,6.79%,不变,--,002603
2017-09-30,吴以红,个人,A股,8620000,0.95%,不变,--,002603
2017-09-30,吴瑞,个人,A股,6981430,0.77%,不变,--,002603
2017-09-30,程少博,个人,A股,22826316,4.58%,不变,--,002604
2017-09-30,黄小榕,个人,A股,14167938,2.85%,新进,--,002604
2017-09-30,盛勇,个人,A股,7379134,1.48%,新进,--,002604
2017-09-30,杨锋,个人,A股,4722700,0.95%,新进,--,002604
2017-09-30,张冬,个人,A股,4611959,0.93%,新进,--,002604
2017-09-30,徐志维,个人,A股,3146028,0.63%,新进,--,002604
2017-09-30,曹星,个人,A股,2767175,0.56%,新进,--,002604
2017-09-30,姚晓丽,个人,A股,70002252,26.06%,不变,--,002605
2017-09-30,李松,个人,A股,20752303,7.73%,7943483,62.02%,002605
2017-09-30,邱金兰,个人,A股,9058869,3.37%,-7943383,-46.72%,002605
2017-09-30,邹应方,个人,A股,6197118,2.31%,不变,--,002605
2017-09-30,杨易君,个人,A股,1752998,0.65%,不变,--,002605
2017-09-30,沈璐,个人,A股,896042,0.33%,新进,--,002605
2017-09-30,刘桂雪,个人,A股,32623754,10.71%,16311878,100.00%,002606
2017-09-30,陈建策,个人,A股,2456730,0.81%,不变,--,002606
2017-09-30,林雅鸿,个人,A股,2058200,0.68%,不变,--,002606
2017-09-30,丁洁,个人,A股,2017200,0.66%,不变,--,002606
2017-09-30,周丽,个人,A股,48185280,6.83%,不变,--,002607
2017-09-30,周夏耘,个人,A股,19712160,2.79%,不变,--,002607
2017-09-30,周晖,个人,A股,18069480,2.56%,不变,--,002607
2017-09-30,王军民,个人,A股,12750000,2.43%,不变,--,002608
2017-09-30,唐健,个人,A股,58968000,19.19%,不变,--,002609
2017-09-30,刘翠英,个人,A股,36844247,11.99%,不变,--,002609
2017-09-30,张天虚,个人,A股,5615764,1.83%,1771804,46.09%,002609
2017-09-30,白月莉,个人,A股,5413307,1.76%,不变,--,002609
2017-09-30,付丽艳,个人,A股,3443800,1.12%,新进,--,002609
2017-09-30,刘博,个人,A股,90938232,2.13%,新进,--,002610
2017-09-30,唐灼棉,个人,A股,112928209,32.00%,56464105,100.00%,002611
2017-09-30,唐灼林,个人,A股,54802745,15.53%,不变,--,002611
2017-09-30,阮元,个人,A股,9000024,2.55%,2000000,28.57%,002611
2017-09-30,阮慧丽,个人,A股,5620000,1.59%,新进,--,002611
2017-09-30,李鸿雁,个人,A股,5025200,1.42%,不变,--,002611
2017-09-30,刘武才,个人,A股,4123555,1.17%,不变,--,002611
2017-09-30,邱业致,个人,A股,3897081,1.10%,新进,--,002611
2017-09-30,冼伟泰,个人,A股,2459180,0.70%,新进,--,002611
2017-09-30,朱虹,个人,A股,2068000,0.59%,新进,--,002611
2017-09-30,申东日,个人,A股,43888876,20.80%,-2400000,-5.18%,002612
2017-09-30,申炳云,个人,A股,19876900,9.42%,不变,--,002612
2017-09-30,申今花,个人,A股,5173750,2.45%,不变,--,002612
2017-09-30,洪妍,个人,A股,3070000,1.46%,新进,--,002612
2017-09-30,黄三河,个人,A股,1233400,0.58%,不变,--,002612
2017-09-30,何增茂,个人,A股,1116679,0.53%,不变,--,002612
2017-09-30,刘治贵,个人,A股,815700,0.39%,不变,--,002612
2017-09-30,高学明,个人,A股,127050356,23.62%,不变,--,002613
2017-09-30,冯进军,个人,A股,36065593,6.70%,9016398,33.33%,002613
2017-09-30,高学林,个人,A股,8365540,1.56%,不变,--,002613
2017-09-30,张媛,个人,A股,4810000,0.89%,不变,--,002613
2017-09-30,白雪峰,个人,A股,4040778,0.75%,不变,--,002613
2017-09-30,蔡永其,个人,A股,3800220,0.71%,710,0.02%,002613
2017-09-30,方立,个人,A股,3585072,0.67%,-370200,-9.36%,002613
2017-09-30,蔡杰,个人,A股,3303000,0.61%,-3000,-0.09%,002613
2017-09-30,徐岭钦,个人,A股,2460393,0.46%,新进,--,002613
2017-09-30,李五令,个人,A股,38597273,13.36%,不变,--,002614
2017-09-30,邹剑寒,个人,A股,38597250,13.36%,不变,--,002614
2017-09-30,张泉,个人,A股,12108000,4.19%,新进,--,002614
2017-09-30,吕强,个人,A股,49662000,21.13%,不变,--,002615
2017-09-30,吕懿,个人,A股,6925500,2.95%,不变,--,002615
2017-09-30,吕丽妃,个人,A股,5751000,2.45%,不变,--,002615
2017-09-30,吕丽珍,个人,A股,5194125,2.21%,不变,--,002615
2017-09-30,贺拥军,个人,A股,3572584,1.52%,新进,--,002615
2017-09-30,欧阳波,个人,A股,3460950,1.47%,不变,--,002615
2017-09-30,李秀萍,个人,A股,1730725,0.74%,新进,--,002615
2017-09-30,何启强,个人,A股,47803450,10.41%,不变,--,002616
2017-09-30,麦正辉,个人,A股,42775250,9.31%,不变,--,002616
2017-09-30,郭妙波,个人,A股,11861200,2.58%,不变,--,002616
2017-09-30,李苗颜,个人,A股,7360971,1.60%,新进,--,002616
2017-09-30,汤国添,个人,A股,4440000,0.97%,不变,--,002616
2017-09-30,关锡源,个人,A股,3669987,0.80%,新进,--,002616
2017-09-30,张蓐意,个人,A股,3480000,0.76%,不变,--,002616
2017-09-30,汪向东,个人,A股,2700000,0.59%,新进,--,002616
2017-09-30,梁文钧,个人,A股,2047000,0.45%,新进,--,002616
2017-09-30,鲁小均,个人,A股,40800000,5.85%,不变,--,002617
2017-09-30,李伯英,个人,A股,35700000,5.12%,不变,--,002617
2017-09-30,李国千,个人,A股,14520800,2.08%,-10510000,-41.99%,002617
2017-09-30,林杰,个人,A股,12261800,1.76%,不变,--,002617
2017-09-30,鲁永,个人,A股,7627237,1.09%,新进,--,002617
2017-09-30,陈颖,个人,A股,13083405,2.39%,不变,--,002618
2017-09-30,蒋亦飞,个人,A股,8416200,1.54%,-490500,-5.51%,002618
2017-09-30,汪涓,个人,A股,6964000,1.27%,133600,1.96%,002618
2017-09-30,邓成,个人,A股,6686780,1.22%,-813220,-10.84%,002618
2017-09-30,李正芳,个人,A股,6640500,1.21%,不变,--,002618
2017-09-30,李葛卫,个人,A股,6580000,1.20%,54970,0.84%,002618
2017-09-30,吕仁高,个人,A股,13932733,2.29%,不变,--,002619
2017-09-30,陆政,个人,A股,7212814,1.18%,不变,--,002619
2017-09-30,刘国平,个人,A股,3112488,0.51%,不变,--,002619
2017-09-30,王倩倩,个人,A股,2790000,0.46%,不变,--,002619
2017-09-30,李介平,个人,A股,19076483,6.29%,11445890,150.00%,002620
2017-09-30,李琦,个人,A股,12500000,4.12%,新进,--,002620
2017-09-30,方凯燕,个人,A股,6254700,2.06%,新进,--,002620
2017-09-30,戴勇宣,个人,A股,4075642,1.34%,新进,--,002620
2017-09-30,俞建模,个人,A股,36919864,18.63%,新进,--,002621
2017-09-30,俞洋,个人,A股,12899883,6.51%,新进,--,002621
2017-09-30,俞洪彬,个人,A股,6093750,3.07%,不变,--,002621
2017-09-30,金秉铎,个人,A股,4442345,2.24%,不变,--,002621
2017-09-30,辛其元,个人,A股,3360000,1.70%,不变,--,002621
2017-09-30,丛爱荣,个人,A股,3300000,1.67%,不变,--,002621
2017-09-30,张玉梅,个人,A股,2430000,1.23%,不变,--,002621
2017-09-30,李越,个人,A股,9840000,1.17%,新进,--,002622
2017-09-30,林金坤,个人,A股,10449000,6.55%,-1551000,-12.93%,002623
2017-09-30,白红红,个人,A股,1624110,1.02%,新进,--,002623
2017-09-30,邹盛生,个人,A股,892866,0.56%,9800,1.11%,002623
2017-09-30,朱兵,个人,A股,817436,0.51%,153236,23.07%,002623
2017-09-30,邹存波,个人,A股,500552,0.31%,新进,--,002623
2017-09-30,吴军,个人,A股,461500,0.29%,新进,--,002623
2017-09-30,陈根财,个人,A股,29209418,8.70%,不变,--,002624
2017-09-30,陈连庆,个人,A股,8000749,2.38%,-2531424,-24.04%,002624
2017-09-30,姚锦海,个人,A股,5722268,1.70%,-81000,-1.40%,002624
2017-09-30,姜照柏,个人,A股,46203168,23.06%,不变,--,002625
2017-09-30,姜雷,个人,A股,19801358,9.88%,不变,--,002625
2017-09-30,俞旻贝,个人,A股,11092841,5.54%,不变,--,002625
2017-09-30,石庭波,个人,A股,5078560,2.53%,不变,--,002625
2017-09-30,石健均,个人,A股,1286053,0.64%,不变,--,002625
2017-09-30,赵伟毅,个人,A股,720000,0.36%,不变,--,002625
2017-09-30,俞蒙,个人,A股,13540480,2.35%,不变,--,002626
2017-09-30,黄剑斌,个人,A股,6644700,1.15%,不变,--,002626
2017-09-30,熊昌友,个人,A股,3235840,0.56%,不变,--,002626
2017-09-30,陶红华,个人,A股,2838700,0.49%,新进,--,002626
2017-09-30,姜龙银,个人,A股,919000,0.70%,新进,--,002627
2017-09-30,罗斌,个人,A股,880000,0.67%,不变,--,002627
2017-09-30,赵尔刚,个人,A股,651600,0.49%,新进,--,002627
2017-09-30,孙慧正,个人,A股,650000,0.49%,不变,--,002627
2017-09-30,王树平,个人,A股,561000,0.42%,新进,--,002627
2017-09-30,李勤,个人,A股,147892013,20.40%,不变,--,002628
2017-09-30,郑渝力,个人,A股,88697444,12.23%,不变,--,002628
2017-09-30,廖开明,个人,A股,10013160,1.38%,不变,--,002628
2017-09-30,凌文娟,个人,A股,9383492,1.29%,-2088200,-18.20%,002628
2017-09-30,王胜洪,个人,A股,9716002,2.82%,新进,--,002629
2017-09-30,陈福元,个人,A股,3336754,0.97%,不变,--,002629
2017-09-30,胡博,个人,A股,2202869,0.64%,-3300,-0.15%,002629
2017-09-30,麦家允,个人,A股,2001850,0.58%,不变,--,002629
2017-09-30,杨雅净,个人,A股,1972000,0.57%,新进,--,002629
2017-09-30,范仁高,个人,A股,1931140,0.56%,新进,--,002629
2017-09-30,钱克龙,个人,A股,1843900,0.54%,新进,--,002629
2017-09-30,黎仁超,个人,A股,42532998,7.06%,不变,--,002630
2017-09-30,黄刚,个人,A股,15348741,2.55%,72000,0.47%,002630
2017-09-30,赖红梅,个人,A股,12000000,1.99%,-200000,-1.64%,002630
2017-09-30,王沫,个人,A股,61596230,21.33%,不变,--,002631
2017-09-30,刘树雄,个人,A股,2103352,0.73%,不变,--,002631
2017-09-30,朱巧林,个人,A股,1700000,0.59%,不变,--,002631
2017-09-30,张健,个人,A股,1622332,0.56%,不变,--,002631
2017-09-30,刘长江,个人,A股,1597757,0.55%,不变,--,002631
2017-09-30,王梅梅,个人,A股,1587343,0.55%,不变,--,002631
2017-09-30,王丽荣,个人,A股,1254150,0.43%,不变,--,002631
2017-09-30,贺军,个人,A股,820000,0.28%,新进,--,002631
2017-09-30,胡慧玲,个人,A股,29508000,5.32%,不变,--,002632
2017-09-30,池巧丽,个人,A股,11278768,2.03%,不变,--,002632
2017-09-30,胡敏超,个人,A股,9830000,1.77%,不变,--,002632
2017-09-30,吴之华,个人,A股,7900000,1.42%,不变,--,002632
2017-09-30,胡智雄,个人,A股,6047926,1.09%,不变,--,002632
2017-09-30,胡智彪,个人,A股,5917926,1.07%,不变,--,002632
2017-09-30,吕笑梅,个人,A股,5548728,1.00%,不变,--,002632
2017-09-30,杨荣昌,个人,A股,1972020,0.36%,新进,--,002632
2017-09-30,宗佩民,个人,A股,1152000,1.32%,不变,--,002633
2017-09-30,张小利,个人,A股,696200,0.80%,新进,--,002633
2017-09-30,詹婉媚,个人,A股,560700,0.64%,88700,18.79%,002633
2017-09-30,陶建伟,个人,A股,43216877,16.00%,不变,--,002634
2017-09-30,陶建锋,个人,A股,13482226,4.99%,不变,--,002634
2017-09-30,陶士青,个人,A股,6598800,2.44%,不变,--,002634
2017-09-30,袁仁泉,个人,A股,4519192,1.67%,29200,0.65%,002634
2017-09-30,李强,个人,A股,3493382,1.29%,2000,0.06%,002634
2017-09-30,胡关跃,个人,A股,2307298,0.85%,-80000,-3.35%,002634
2017-09-30,马冠群,个人,A股,2220360,0.82%,新进,--,002634
2017-09-30,楼文浪,个人,A股,1806257,0.67%,不变,--,002634
2017-09-30,吕莉,个人,A股,51292679,16.09%,不变,--,002635
2017-09-30,王春生,个人,A股,36450000,11.44%,不变,--,002635
2017-09-30,胡军,个人,A股,2594144,1.05%,-95100,-3.54%,002636
2017-09-30,韩涛,个人,A股,1630926,0.66%,不变,--,002636
2017-09-30,林荣海,个人,A股,800000,0.32%,新进,--,002636
2017-09-30,詹继章,个人,A股,713000,0.29%,新进,--,002636
2017-09-30,陆伟娟,个人,A股,10065614,4.20%,4991786,98.38%,002637
2017-09-30,方银军,个人,A股,7001840,2.92%,不变,--,002637
2017-09-30,洪树鹏,个人,A股,5175020,2.16%,不变,--,002637
2017-09-30,苏建华,个人,A股,3744600,1.56%,不变,--,002637
2017-09-30,郦旦亮,个人,A股,3739800,1.56%,10000,0.27%,002637
2017-09-30,陈兰,个人,A股,3690000,1.54%,-19000,-0.51%,002637
2017-09-30,邹欢金,个人,A股,2996418,1.25%,不变,--,002637
2017-09-30,王宏钗,个人,A股,2602862,1.09%,新进,--,002637
2017-09-30,王红珍,个人,A股,12683200,1.35%,不变,--,002638
2017-09-30,陈胜,个人,A股,45288000,10.33%,不变,--,002639
2017-09-30,林汝捷,个人,A股,45083050,10.28%,新进,--,002639
2017-09-30,陈存忠,个人,A股,19838000,4.53%,不变,--,002639
2017-09-30,杜向东,个人,A股,5760000,1.31%,不变,--,002639
2017-09-30,江晖,个人,A股,4700000,1.07%,-500000,-9.62%,002639
2017-09-30,张绪生,个人,A股,4189500,0.96%,-110000,-2.56%,002639
2017-09-30,游真珠,个人,A股,3111898,0.71%,-1036002,-24.98%,002639
2017-09-30,樊梅花,个人,A股,94639500,10.64%,-72000000,-43.21%,002640
2017-09-30,邓少炜,个人,A股,74308600,8.35%,新进,--,002640
2017-09-30,杨建新,个人,A股,70840128,7.96%,不变,--,002640
2017-09-30,徐佳东,个人,A股,65267762,7.34%,300000,0.46%,002640
2017-09-30,吴斌,个人,A股,22776061,2.56%,新进,--,002640
2017-09-30,卢彩芬,个人,A股,30836000,3.44%,-11284000,-26.79%,002641
2017-09-30,张炜,个人,A股,30830475,3.44%,不变,--,002641
2017-09-30,吴玉姐,个人,A股,17594928,1.97%,不变,--,002641
2017-09-30,王宇萍,个人,A股,13260000,1.48%,不变,--,002641
2017-09-30,张建均,个人,A股,12629144,1.41%,2075498,19.67%,002641
2017-09-30,庄清雅,个人,A股,5730000,0.64%,660000,13.02%,002641
2017-09-30,卢彩玲,个人,A股,5379400,0.60%,不变,--,002641
2017-09-30,吴敏,个人,A股,72762009,15.13%,不变,--,002642
2017-09-30,王东辉,个人,A股,15677974,3.26%,不变,--,002642
2017-09-30,戚晓霞,个人,A股,5515377,1.15%,-375000,-6.37%,002642
2017-09-30,赵建平,个人,A股,6800000,1.33%,新进,--,002644
2017-09-30,江创成,个人,A股,2029224,0.40%,106400,5.53%,002644
2017-09-30,高建民,个人,A股,1632150,0.32%,406100,33.12%,002644
2017-09-30,陈俊公,个人,A股,1609026,0.32%,-536900,-25.02%,002644
2017-09-30,蒋京生,个人,A股,988700,0.19%,338700,52.11%,002644
2017-09-30,余欢,个人,A股,975010,0.19%,185810,23.54%,002644
2017-09-30,董光,个人,A股,835000,0.16%,50000,6.37%,002644
2017-09-30,胡士勤,个人,A股,3510000,2.36%,不变,--,002645
2017-09-30,胡士法,个人,A股,3510000,2.36%,不变,--,002645
2017-09-30,胡士勇,个人,A股,2281500,1.54%,不变,--,002645
2017-09-30,包丽娟,个人,A股,1749398,1.18%,不变,--,002645
2017-09-30,胡品龙,个人,A股,877500,0.59%,不变,--,002645
2017-09-30,胡士清,个人,A股,877500,0.59%,不变,--,002645
2017-09-30,王坚宏,个人,A股,704419,0.47%,-64334,-8.37%,002645
2017-09-30,洪文电,个人,A股,3100000,0.69%,不变,--,002646
2017-09-30,黄新瑶,个人,A股,2820398,0.63%,不变,--,002646
2017-09-30,陈家荣,个人,A股,28973491,7.76%,不变,--,002647
2017-09-30,景华,个人,A股,21918416,5.87%,不变,--,002647
2017-09-30,张永东,个人,A股,7230780,1.94%,不变,--,002647
2017-09-30,YANG YA ZHEN,个人,A股,143000000,17.88%,不变,--,002648
2017-09-30,卓苓卉,个人,A股,1790000,0.22%,126037,7.57%,002648
2017-09-30,龚遥滨,个人,A股,19188831,4.64%,不变,--,002649
2017-09-30,王斌,个人,A股,14435454,3.49%,不变,--,002649
2017-09-30,马强,个人,A股,10392102,2.51%,不变,--,002649
2017-09-30,张荣军,个人,A股,8965245,2.17%,不变,--,002649
2017-09-30,梁润升,个人,A股,7843383,1.90%,不变,--,002649
2017-09-30,刘仕如,个人,A股,4325606,1.05%,不变,--,002649
2017-09-30,孙慧正,个人,A股,3690830,0.89%,不变,--,002649
2017-09-30,许煜,个人,A股,3322800,0.80%,不变,--,002649
2017-09-30,张荣芳,个人,A股,3300000,0.80%,不变,--,002649
2017-09-30,符翠玲,个人,A股,2970000,0.72%,不变,--,002649
2017-09-30,杨振,个人,A股,29444413,3.11%,不变,--,002650
2017-09-30,杨子江,个人,A股,20132500,2.13%,不变,--,002650
2017-09-30,肖赛平,个人,A股,17640000,1.87%,不变,--,002650
2017-09-30,吴洁,个人,A股,6422431,0.68%,不变,--,002650
2017-09-30,葛小龙,个人,A股,4934000,0.52%,不变,--,002650
2017-09-30,翁仁源,个人,A股,4900000,0.52%,不变,--,002650
2017-09-30,郑凤清,个人,A股,4077538,0.43%,不变,--,002650
2017-09-30,郑家朝,个人,A股,3942633,0.42%,不变,--,002650
2017-09-30,何亚民,个人,A股,90750000,23.98%,不变,--,002651
2017-09-30,何佳,个人,A股,58772337,15.53%,不变,--,002651
2017-09-30,魏勇,个人,A股,19500644,5.15%,不变,--,002651
2017-09-30,张乔龙,个人,A股,6000002,1.59%,不变,--,002651
2017-09-30,张正浩,个人,A股,2720000,0.72%,-386043,-12.43%,002651
2017-09-30,杨文,个人,A股,1831554,0.48%,360893,24.54%,002651
2017-09-30,李桂侠,个人,A股,1186000,0.31%,新进,--,002651
2017-09-30,杨春红,个人,A股,1069700,0.28%,新进,--,002651
2017-09-30,蔡旭艳,个人,A股,24960000,5.78%,不变,--,002652
2017-09-30,胡卫林,个人,A股,10190080,2.36%,不变,--,002652
2017-09-30,廖宁,个人,A股,2189077,0.51%,新进,--,002652
2017-09-30,徐如媛,个人,A股,2033706,0.47%,新进,--,002652
2017-09-30,屠建宾,个人,A股,1849600,0.43%,新进,--,002652
2017-09-30,胡元恩,个人,A股,1575520,0.36%,新进,--,002652
2017-09-30,王俊民,个人,A股,99887600,20.67%,不变,--,002653
2017-09-30,申萍,个人,A股,63269785,13.09%,830100,1.33%,002653
2017-09-30,范秀莲,个人,A股,55866400,11.56%,不变,--,002653
2017-09-30,郑伟,个人,A股,42719400,8.84%,不变,--,002653
2017-09-30,杨飞,个人,A股,41872686,8.67%,不变,--,002653
2017-09-30,郝聪梅,个人,A股,8538000,1.77%,不变,--,002653
2017-09-30,罗小艳,个人,A股,90000000,17.85%,不变,--,002654
2017-09-30,李驰,个人,A股,48000000,9.52%,不变,--,002654
2017-09-30,李志江,个人,A股,31120000,6.17%,不变,--,002654
2017-09-30,罗明,个人,A股,13115250,2.60%,不变,--,002654
2017-09-30,罗平,个人,A股,9928307,1.97%,不变,--,002654
2017-09-30,黄海霞,个人,A股,7200000,1.43%,不变,--,002654
2017-09-30,沈道义,个人,A股,6605000,1.31%,不变,--,002654
2017-09-30,张士云,个人,A股,13228300,3.67%,不变,--,002655
2017-09-30,陈寿能,个人,A股,3458700,0.96%,1758700,103.45%,002655
2017-09-30,阴宁,个人,A股,3182800,0.88%,1128800,54.96%,002655
2017-09-30,胡军,个人,A股,2711440,0.75%,-132200,-4.65%,002655
2017-09-30,黄学良,个人,A股,1660000,0.46%,不变,--,002655
2017-09-30,唐春山,个人,A股,1445250,0.40%,新进,--,002655
2017-09-30,谢燕瑜,个人,A股,1371379,0.38%,新进,--,002655
2017-09-30,黄秀兰,个人,A股,3362060,1.38%,新进,--,002656
