日期,股东名称,股东性质,股份类型,持股数(股),占总流通股本持股比例,增减(股),变动比例,code
2017-09-30,薛德龙,个人,A股,26967328,5.83%,不变,--,002448
2017-09-30,张冬梅,个人,A股,8435688,1.82%,不变,--,002448
2017-09-30,袁楚丰,个人,A股,3800200,0.82%,新进,--,002448
2017-09-30,崔联委,个人,A股,2701000,0.58%,不变,--,002448
2017-09-30,周宪杰,个人,A股,2663500,0.58%,不变,--,002448
2017-09-30,许九周,个人,A股,2505800,0.54%,不变,--,002448
2017-09-30,潘新喜,个人,A股,2471500,0.53%,-60000,-2.37%,002448
2017-09-30,刘家坤,个人,A股,2300000,0.50%,不变,--,002448
2017-06-30,薛德龙,个人,A股,26967328,5.83%,不变,--,002448
2017-06-30,张冬梅,个人,A股,8435688,1.82%,不变,--,002448
2017-06-30,崔联委,个人,A股,2701000,0.58%,不变,--,002448
2017-06-30,周宪杰,个人,A股,2663500,0.58%,不变,--,002448
2017-06-30,潘新喜,个人,A股,2531500,0.55%,不变,--,002448
2017-06-30,许九周,个人,A股,2505800,0.54%,不变,--,002448
2017-06-30,刘家坤,个人,A股,2300000,0.50%,不变,--,002448
2017-06-30,杨学民,个人,A股,2116000,0.46%,不变,--,002448
2017-06-30,冯小鸣,个人,A股,1951965,0.42%,不变,--,002448
2017-06-30,薛建军,个人,A股,1900500,0.41%,不变,--,002448
2017-03-31,薛德龙,个人,A股,26967328,5.88%,不变,--,002448
2017-03-31,张冬梅,个人,A股,8435688,1.84%,2185688,34.97%,002448
2017-03-31,崔联委,个人,A股,2701000,0.59%,不变,--,002448
2017-03-31,周宪杰,个人,A股,2663500,0.58%,不变,--,002448
2017-03-31,潘新喜,个人,A股,2531500,0.55%,-40000,-1.56%,002448
2017-03-31,许九周,个人,A股,2505800,0.55%,7600,0.30%,002448
2017-03-31,刘家坤,个人,A股,2300000,0.50%,不变,--,002448
2017-03-31,杨学民,个人,A股,2116000,0.46%,不变,--,002448
2017-03-31,冯小鸣,个人,A股,1951965,0.43%,不变,--,002448
2017-03-31,薛建军,个人,A股,1900500,0.41%,新进,--,002448
2016-12-31,薛德龙,个人,A股,26967328,5.88%,不变,--,002448
2016-12-31,张冬梅,个人,A股,6250000,1.36%,不变,--,002448
2016-12-31,崔联委,个人,A股,2701000,0.59%,不变,--,002448
2016-12-31,周宪杰,个人,A股,2663500,0.58%,不变,--,002448
2016-12-31,潘新喜,个人,A股,2571500,0.56%,不变,--,002448
2016-12-31,许九周,个人,A股,2498200,0.54%,1800,0.07%,002448
2016-12-31,刘家坤,个人,A股,2300000,0.50%,不变,--,002448
2016-12-31,杨学民,个人,A股,2116000,0.46%,不变,--,002448
2016-12-31,冯小鸣,个人,A股,1951965,0.43%,不变,--,002448
2016-12-31,杜宝新,个人,A股,1895775,0.41%,新进,--,002448
2016-09-30,薛德龙,个人,A股,26967328,5.88%,不变,--,002448
2016-09-30,张冬梅,个人,A股,6250000,1.36%,不变,--,002448
2016-09-30,崔联委,个人,A股,2701000,0.59%,不变,--,002448
2016-09-30,周宪杰,个人,A股,2663500,0.58%,不变,--,002448
2016-09-30,潘新喜,个人,A股,2571500,0.56%,不变,--,002448
2016-09-30,许九周,个人,A股,2496400,0.54%,不变,--,002448
2016-09-30,刘家坤,个人,A股,2300000,0.50%,不变,--,002448
2016-09-30,杨学民,个人,A股,2116000,0.46%,不变,--,002448
2016-09-30,冯小鸣,个人,A股,1951965,0.43%,不变,--,002448
2016-09-30,姚联合,个人,A股,1800000,0.39%,不变,--,002448
2017-09-30,蔡炬怡,个人,A股,15602300,4.50%,不变,--,002449
2017-09-30,余彬海,个人,A股,9540000,2.75%,不变,--,002449
2017-09-30,张涛,个人,A股,3773226,1.09%,新进,--,002449
2017-06-30,蔡炬怡,个人,A股,15602300,4.50%,不变,--,002449
2017-06-30,余彬海,个人,A股,9540000,2.75%,-1800000,-15.87%,002449
2017-06-30,辛文,个人,A股,6000000,1.73%,新进,--,002449
2017-03-31,蔡炬怡,个人,A股,15602300,4.70%,-2000000,-11.36%,002449
2017-03-31,王垚浩,个人,A股,11700000,3.53%,新进,--,002449
2017-03-31,余彬海,个人,A股,11340000,3.42%,不变,--,002449
2017-03-31,曾思玉,个人,A股,3520000,1.06%,不变,--,002449
2017-03-31,郭冰,个人,A股,3010000,0.91%,不变,--,002449
2016-12-31,蔡炬怡,个人,A股,17602300,5.31%,不变,--,002449
2016-12-31,余彬海,个人,A股,11340000,3.42%,-1444600,-11.30%,002449
2016-12-31,曾思玉,个人,A股,3520000,1.06%,不变,--,002449
2016-12-31,郭冰,个人,A股,3010000,0.91%,不变,--,002449
2016-12-31,陈文生,个人,A股,2877600,0.87%,-90000,-3.03%,002449
2016-09-30,蔡炬怡,个人,A股,17602300,5.25%,-1100000,-5.88%,002449
2016-09-30,余彬海,个人,A股,12784600,3.82%,-50000,-0.39%,002449
2016-09-30,曾思玉,个人,A股,3520000,1.05%,-870000,-19.82%,002449
2016-09-30,郭冰,个人,A股,3010000,0.90%,不变,--,002449
2016-09-30,陈文生,个人,A股,2967600,0.89%,新进,--,002449
2017-06-30,林素珍,个人,A股,47600000,1.65%,新进,--,002450
2016-09-30,崔斌,个人,A股,27454540,0.95%,-150000,-0.54%,002450
2017-09-30,问泽鸿,个人,A股,218680000,52.85%,不变,--,002451
2017-09-30,问泽鑫,个人,A股,8100000,1.96%,不变,--,002451
2017-09-30,谢建强,个人,A股,3880000,0.94%,-308000,-7.35%,002451
2017-09-30,沈燕文,个人,A股,3768139,0.91%,不变,--,002451
2017-09-30,王素君,个人,A股,3627403,0.88%,不变,--,002451
2017-09-30,於建军,个人,A股,3167300,0.77%,新进,--,002451
2017-09-30,张赓,个人,A股,2700721,0.65%,-1164100,-30.12%,002451
2017-06-30,问泽鸿,个人,A股,218680000,52.85%,-43920000,-16.73%,002451
2017-06-30,问泽鑫,个人,A股,8100000,1.96%,不变,--,002451
2017-06-30,谢建强,个人,A股,4188000,1.01%,1426200,51.64%,002451
2017-06-30,张赓,个人,A股,3864821,0.93%,1564321,68.00%,002451
2017-06-30,沈燕文,个人,A股,3768139,0.91%,新进,--,002451
2017-06-30,王素君,个人,A股,3627403,0.88%,新进,--,002451
2017-06-30,陈红,个人,A股,2353103,0.57%,474700,25.27%,002451
2017-03-31,问泽鸿,个人,A股,262600000,63.47%,不变,--,002451
2017-03-31,问泽鑫,个人,A股,8100000,1.96%,不变,--,002451
2017-03-31,谢建强,个人,A股,2761800,0.67%,新进,--,002451
2017-03-31,张赓,个人,A股,2300500,0.56%,新进,--,002451
2017-03-31,原所明,个人,A股,1918901,0.46%,新进,--,002451
2017-03-31,陈红,个人,A股,1878403,0.45%,新进,--,002451
2017-03-31,王广鹏,个人,A股,1684200,0.41%,新进,--,002451
2017-03-31,任元月,个人,A股,1670400,0.40%,新进,--,002451
2017-03-31,邢志美,个人,A股,1625236,0.39%,新进,--,002451
2016-12-31,问泽鸿,个人,A股,262600000,63.47%,不变,--,002451
2016-12-31,问泽鑫,个人,A股,8100000,1.96%,不变,--,002451
2016-12-31,洪志豪,个人,A股,1792300,0.43%,新进,--,002451
2016-12-31,季泰宇,个人,A股,1210000,0.29%,新进,--,002451
2016-12-31,叶现军,个人,A股,1200000,0.29%,新进,--,002451
2016-12-31,王清,个人,A股,1149900,0.28%,不变,--,002451
2016-12-31,黄冲,个人,A股,884415,0.21%,新进,--,002451
2016-12-31,刘昭敏,个人,A股,796200,0.19%,不变,--,002451
2016-09-30,问泽鸿,个人,A股,262600000,63.71%,不变,--,002451
2016-09-30,问泽鑫,个人,A股,8100000,1.97%,不变,--,002451
2016-09-30,金燕,个人,A股,2483325,0.60%,新进,--,002451
2016-09-30,王清,个人,A股,1149900,0.28%,新进,--,002451
2016-09-30,张丽华,个人,A股,1011500,0.25%,新进,--,002451
2016-09-30,刘昭敏,个人,A股,796200,0.19%,新进,--,002451
2017-09-30,马孝武,个人,A股,11492556,3.31%,不变,--,002452
2017-09-30,林林,个人,A股,7736000,2.23%,不变,--,002452
2017-09-30,廖俊德,个人,A股,6556000,1.89%,不变,--,002452
2017-09-30,马晓,个人,A股,3867500,1.11%,不变,--,002452
2017-09-30,陈益智,个人,A股,3650134,1.05%,不变,--,002452
2017-09-30,张常武,个人,A股,3301441,0.95%,不变,--,002452
2017-09-30,周琰瑛,个人,A股,2916700,0.84%,新进,--,002452
2017-09-30,吴小毛,个人,A股,2379876,0.69%,不变,--,002452
2017-09-30,张毅,个人,A股,2216272,0.64%,新进,--,002452
2017-06-30,马孝武,个人,A股,11492556,3.31%,-12104754,-51.30%,002452
2017-06-30,林林,个人,A股,7736000,2.23%,不变,--,002452
2017-06-30,廖俊德,个人,A股,6556000,1.89%,不变,--,002452
2017-06-30,马晓,个人,A股,3867500,1.11%,不变,--,002452
2017-06-30,陈益智,个人,A股,3650134,1.05%,不变,--,002452
2017-06-30,张常武,个人,A股,3301441,0.95%,不变,--,002452
2017-06-30,吴小毛,个人,A股,2379876,0.69%,不变,--,002452
2017-06-30,黄荫湘,个人,A股,2170538,0.63%,不变,--,002452
2017-03-31,马孝武,个人,A股,23597310,6.93%,12187500,106.82%,002452
2017-03-31,林林,个人,A股,7736000,2.27%,3936000,103.58%,002452
2017-03-31,廖俊德,个人,A股,6556000,1.93%,不变,--,002452
2017-03-31,马晓,个人,A股,3867500,1.14%,不变,--,002452
2017-03-31,陈益智,个人,A股,3650134,1.07%,不变,--,002452
2017-03-31,张常武,个人,A股,3301441,0.97%,新进,--,002452
2017-03-31,吴小毛,个人,A股,2379876,0.70%,新进,--,002452
2017-03-31,黄荫湘,个人,A股,2170538,0.64%,新进,--,002452
2016-12-31,马孝武,个人,A股,11409810,3.35%,不变,--,002452
2016-12-31,廖俊德,个人,A股,6556000,1.93%,不变,--,002452
2016-12-31,马晓,个人,A股,3867500,1.14%,不变,--,002452
2016-12-31,林林,个人,A股,3800000,1.12%,不变,--,002452
2016-12-31,陈益智,个人,A股,3650134,1.07%,不变,--,002452
2016-09-30,马孝武,个人,A股,11409810,3.33%,-16250000,-58.75%,002452
2016-09-30,廖俊德,个人,A股,6556000,1.91%,-6700000,-50.54%,002452
2016-09-30,马晓,个人,A股,3867500,1.13%,新进,--,002452
2016-09-30,林林,个人,A股,3800000,1.11%,-5520000,-59.23%,002452
2016-09-30,陈益智,个人,A股,3650134,1.07%,新进,--,002452
2016-09-30,张常武,个人,A股,3301441,0.96%,新进,--,002452
2017-09-30,郁其平,个人,A股,14427923,2.67%,不变,--,002453
2017-09-30,徐仁华,个人,A股,12366767,2.29%,不变,--,002453
2017-09-30,马晓霞,个人,A股,5881272,1.09%,-562100,-8.72%,002453
2017-09-30,任海峰,个人,A股,3506492,0.65%,新进,--,002453
2017-06-30,郁其平,个人,A股,14427923,2.67%,-700000,-4.63%,002453
2017-06-30,徐仁华,个人,A股,12366767,2.29%,新进,--,002453
2017-06-30,马晓霞,个人,A股,6443372,1.19%,-67623,-1.04%,002453
2017-06-30,徐敏,个人,A股,3448904,0.64%,不变,--,002453
2017-03-31,郁其平,个人,A股,15127923,3.76%,7563962,100.00%,002453
2017-03-31,马晓霞,个人,A股,6510995,1.62%,635100,10.81%,002453
2017-03-31,任海峰,个人,A股,3471700,0.86%,-66000,-1.87%,002453
2017-03-31,徐敏,个人,A股,3448904,0.86%,4104,0.12%,002453
2017-03-31,胡春杰,个人,A股,3000000,0.75%,不变,--,002453
2016-12-31,徐仁华,个人,A股,13166766,3.27%,新进,--,002453
2016-12-31,郁其平,个人,A股,7563961,1.88%,不变,--,002453
2016-12-31,马晓霞,个人,A股,5875895,1.46%,新进,--,002453
2016-12-31,任海峰,个人,A股,3537700,0.88%,-140000,-3.81%,002453
2016-12-31,徐敏,个人,A股,3444800,0.86%,不变,--,002453
2016-12-31,刘永忠,个人,A股,3264300,0.81%,-1334400,-29.02%,002453
2016-12-31,周建国,个人,A股,3223468,0.80%,新进,--,002453
2016-12-31,胡春杰,个人,A股,3000000,0.75%,新进,--,002453
2016-09-30,郁其平,个人,A股,7563961,1.46%,不变,--,002453
2016-09-30,刘永忠,个人,A股,4598700,0.89%,新进,--,002453
2016-09-30,任海峰,个人,A股,3677700,0.71%,不变,--,002453
2016-09-30,徐敏,个人,A股,3444800,0.66%,-2000000,-36.73%,002453
2016-09-30,林浩,个人,A股,2280000,0.44%,新进,--,002453
2017-09-30,陈福成,个人,A股,183647206,57.45%,91823603,100.00%,002454
2017-09-30,吴军,个人,A股,4064427,1.27%,-986465,-19.53%,002454
2017-09-30,陈福泉,个人,A股,3800630,1.19%,不变,--,002454
2017-06-30,陈福成,个人,A股,91823603,28.73%,不变,--,002454
2017-06-30,吴军,个人,A股,5050892,1.58%,816703,19.29%,002454
2017-06-30,陈福泉,个人,A股,3800630,1.19%,不变,--,002454
2017-03-31,陈福成,个人,A股,91823603,28.72%,不变,--,002454
2017-03-31,吴军,个人,A股,4234189,1.32%,新进,--,002454
2017-03-31,陈福泉,个人,A股,3800630,1.19%,不变,--,002454
2016-12-31,陈福成,个人,A股,91823603,28.72%,不变,--,002454
2016-12-31,陈福泉,个人,A股,3800630,1.19%,不变,--,002454
2016-09-30,陈福成,个人,A股,91823603,41.37%,新进,--,002454
2016-09-30,陈福泉,个人,A股,3800630,1.71%,不变,--,002454
2017-09-30,郑铁江,个人,A股,41080000,13.00%,不变,--,002455
2017-09-30,王亚娟,个人,A股,10026700,3.17%,不变,--,002455
2017-09-30,惠宁,个人,A股,6780000,2.15%,不变,--,002455
2017-09-30,郑江,个人,A股,4885000,1.55%,不变,--,002455
2017-06-30,郑铁江,个人,A股,41080000,13.00%,不变,--,002455
2017-06-30,王亚娟,个人,A股,10026700,3.17%,不变,--,002455
2017-06-30,徐卫,个人,A股,7008000,2.22%,新进,--,002455
2017-06-30,惠宁,个人,A股,6780000,2.15%,不变,--,002455
2017-06-30,郑江,个人,A股,4885000,1.55%,不变,--,002455
2017-06-30,陈斌,个人,A股,4330056,1.37%,新进,--,002455
2017-06-30,蒋永兴,个人,A股,3320000,1.05%,-401500,-10.79%,002455
2017-06-30,谢建平,个人,A股,3205600,1.01%,新进,--,002455
2017-03-31,郑铁江,个人,A股,41080000,13.60%,不变,--,002455
2017-03-31,王亚娟,个人,A股,10026700,3.32%,不变,--,002455
2017-03-31,惠宁,个人,A股,6780000,2.24%,3150000,86.78%,002455
2017-03-31,郑江,个人,A股,4885000,1.62%,新进,--,002455
2017-03-31,蒋永兴,个人,A股,3721500,1.23%,-288500,-7.19%,002455
2016-12-31,郑铁江,个人,A股,41080000,13.60%,不变,--,002455
2016-12-31,王亚娟,个人,A股,10026700,3.32%,不变,--,002455
2016-12-31,刘仪初,个人,A股,5163693,1.71%,新进,--,002455
2016-12-31,蒋永兴,个人,A股,4010000,1.33%,-1130000,-21.98%,002455
2016-12-31,惠宁,个人,A股,3630000,1.20%,-4200000,-53.64%,002455
2016-09-30,郑铁江,个人,A股,41080000,13.75%,不变,--,002455
2016-09-30,王亚娟,个人,A股,10026700,3.36%,不变,--,002455
2016-09-30,惠宁,个人,A股,7830000,2.62%,不变,--,002455
2016-09-30,郑江,个人,A股,5480000,1.83%,不变,--,002455
2016-09-30,蒋永兴,个人,A股,5140000,1.72%,不变,--,002455
2016-09-30,徐卫,个人,A股,5087038,1.70%,16438,0.32%,002455
2016-09-30,宋煜钰,个人,A股,3887800,1.30%,新进,--,002455
2016-09-30,钱江,个人,A股,2335000,0.78%,新进,--,002455
2017-09-30,陈家兴,个人,A股,16887352,6.12%,不变,--,002457
2017-09-30,吴声敏,个人,A股,1232500,0.45%,193300,18.60%,002457
2017-09-30,杜学智,个人,A股,850426,0.31%,-370000,-30.32%,002457
2017-09-30,路立新,个人,A股,801505,0.29%,-981100,-55.04%,002457
2017-09-30,汪平,个人,A股,727245,0.26%,-145510,-16.67%,002457
2017-09-30,刘婵娟,个人,A股,616830,0.22%,新进,--,002457
2017-06-30,陈家兴,个人,A股,16887352,6.12%,新进,--,002457
2017-06-30,路立新,个人,A股,1782605,0.65%,新进,--,002457
2017-06-30,杜学智,个人,A股,1220426,0.44%,新进,--,002457
2017-06-30,吴声敏,个人,A股,1039200,0.38%,新进,--,002457
2017-06-30,乐凤杰,个人,A股,980300,0.36%,新进,--,002457
2017-06-30,汪平,个人,A股,872755,0.32%,新进,--,002457
2017-06-30,徐珠英,个人,A股,723100,0.26%,新进,--,002457
2017-06-30,张令君,个人,A股,638618,0.23%,新进,--,002457
2016-12-31,蔡美瑜,个人,A股,1327827,0.52%,新进,--,002457
2016-12-31,史冰冰,个人,A股,1214902,0.48%,900,0.07%,002457
2016-12-31,赵美贞,个人,A股,1169916,0.46%,新进,--,002457
2016-09-30,陈家兴,个人,A股,8443676,3.20%,不变,--,002457
2016-09-30,陆梅,个人,A股,1846890,0.70%,-382610,-17.16%,002457
2016-09-30,袁仁泉,个人,A股,1422601,0.54%,新进,--,002457
2016-09-30,史冰冰,个人,A股,1214002,0.46%,2500,0.21%,002457
2016-09-30,陆世鸿,个人,A股,1178300,0.45%,不变,--,002457
2016-09-30,陈永伟,个人,A股,1042000,0.40%,不变,--,002457
2017-09-30,曹积生,个人,A股,35630257,20.39%,-2400000,-6.31%,002458
2017-09-30,姜小鸿,个人,A股,14000000,8.01%,不变,--,002458
2017-09-30,李玲,个人,A股,4763219,2.73%,不变,--,002458
2017-09-30,柳炳兰,个人,A股,3263900,1.87%,不变,--,002458
2017-09-30,李秀国,个人,A股,3100112,1.77%,新进,--,002458
2017-09-30,迟汉东,个人,A股,2589151,1.48%,不变,--,002458
2017-06-30,曹积生,个人,A股,38030257,21.87%,-1880000,-4.71%,002458
2017-06-30,姜小鸿,个人,A股,14000000,8.05%,不变,--,002458
2017-06-30,李玲,个人,A股,4763219,2.74%,新进,--,002458
2017-06-30,柳炳兰,个人,A股,3263900,1.88%,1500000,85.04%,002458
2017-06-30,迟汉东,个人,A股,2589151,1.49%,不变,--,002458
2017-03-31,曹积生,个人,A股,39910257,24.65%,7287092,22.34%,002458
2017-03-31,姜小鸿,个人,A股,14000000,8.65%,不变,--,002458
2017-03-31,迟洪鹏,个人,A股,4635500,2.86%,不变,--,002458
2017-03-31,迟汉东,个人,A股,2589151,1.60%,新进,--,002458
2017-03-31,柳炳兰,个人,A股,1763900,1.09%,新进,--,002458
2017-03-31,耿振,个人,A股,1648936,1.02%,新进,--,002458
2017-03-31,李秀国,个人,A股,1401900,0.87%,新进,--,002458
2016-12-31,曹积生,个人,A股,32623165,20.15%,不变,--,002458
2016-12-31,姜小鸿,个人,A股,14000000,8.65%,不变,--,002458
2016-12-31,迟洪鹏,个人,A股,4635500,2.86%,不变,--,002458
2016-09-30,曹积生,个人,A股,32623165,20.54%,不变,--,002458
2016-09-30,姜小鸿,个人,A股,14000000,8.81%,不变,--,002458
2016-09-30,迟洪鹏,个人,A股,4635500,2.92%,不变,--,002458
2017-12-31,胡志军,个人,A股,8326360,2.15%,不变,--,002459
2017-12-31,袁淑萍,个人,A股,4792000,1.24%,不变,--,002459
2017-12-31,尹晓娟,个人,A股,4772006,1.23%,不变,--,002459
2017-12-31,包伟健,个人,A股,2918900,0.75%,新进,--,002459
2017-12-31,张宪国,个人,A股,2368100,0.61%,-100001,-4.05%,002459
2017-12-31,胡海存,个人,A股,2294000,0.59%,286000,14.24%,002459
2017-09-30,胡志军,个人,A股,8326360,3.80%,不变,--,002459
2017-09-30,袁淑萍,个人,A股,4792000,2.19%,不变,--,002459
2017-09-30,尹晓娟,个人,A股,4772006,2.18%,不变,--,002459
2017-09-30,张宪国,个人,A股,2468101,1.13%,168101,7.31%,002459
2017-09-30,叶荣清,个人,A股,2046620,0.93%,不变,--,002459
2017-09-30,胡海存,个人,A股,2008000,0.92%,新进,--,002459
2017-09-30,郭晋,个人,A股,1890200,0.86%,新进,--,002459
2017-09-30,林怡,个人,A股,1750100,0.80%,新进,--,002459
2017-06-30,胡志军,个人,A股,8326360,3.80%,-2696327,-24.46%,002459
2017-06-30,袁淑萍,个人,A股,4792000,2.19%,1300000,37.23%,002459
2017-06-30,尹晓娟,个人,A股,4772006,2.18%,1601627,50.52%,002459
2017-06-30,张宪国,个人,A股,2300000,1.05%,243000,11.81%,002459
2017-06-30,叶荣清,个人,A股,2046620,0.93%,不变,--,002459
2017-06-30,王洪艳,个人,A股,1262660,0.58%,新进,--,002459
2017-06-30,邹田德,个人,A股,1203100,0.55%,新进,--,002459
2017-06-30,黄忠洁,个人,A股,1189700,0.54%,新进,--,002459
2017-03-31,胡志军,个人,A股,11022687,5.05%,-2161000,-16.39%,002459
2017-03-31,袁淑萍,个人,A股,3492000,1.60%,560000,19.10%,002459
2017-03-31,尹晓娟,个人,A股,3170379,1.45%,1010000,46.75%,002459
2017-03-31,袁志杰,个人,A股,3100000,1.42%,100000,3.33%,002459
2017-03-31,张宪国,个人,A股,2057000,0.94%,583791,39.63%,002459
2017-03-31,叶荣清,个人,A股,2046620,0.94%,不变,--,002459
2017-03-31,胡海存,个人,A股,1926600,0.88%,新进,--,002459
2017-03-31,陈一帆,个人,A股,1794300,0.82%,新进,--,002459
2017-03-31,郝冠铭,个人,A股,1502000,0.69%,新进,--,002459
2016-12-31,胡志军,个人,A股,13183687,6.04%,-142673,-1.07%,002459
2016-12-31,袁志杰,个人,A股,3000000,1.37%,新进,--,002459
2016-12-31,袁淑萍,个人,A股,2932000,1.34%,-10258000,-77.77%,002459
2016-12-31,卢强,个人,A股,2256900,1.03%,453086,25.12%,002459
2016-12-31,尹晓娟,个人,A股,2160379,0.99%,15000,0.70%,002459
2016-12-31,丁雪,个人,A股,2050000,0.94%,120000,6.22%,002459
2016-12-31,叶荣清,个人,A股,2046620,0.94%,不变,--,002459
2016-12-31,曹阳,个人,A股,1830000,0.84%,-167500,-8.39%,002459
2016-12-31,张宪国,个人,A股,1473209,0.67%,新进,--,002459
2017-09-30,李良彬,个人,A股,44961742,8.65%,不变,--,002460
2017-09-30,王晓申,个人,A股,16816484,3.24%,不变,--,002460
2017-09-30,黄闻,个人,A股,7544140,1.45%,不变,--,002460
2017-09-30,熊剑浪,个人,A股,3891440,0.75%,-796100,-16.98%,002460
2017-09-30,王武,个人,A股,3550900,0.68%,74,0.00%,002460
2017-09-30,胡玉水,个人,A股,3535072,0.68%,新进,--,002460
2017-06-30,李良彬,个人,A股,44961742,8.65%,不变,--,002460
2017-06-30,王晓申,个人,A股,16816484,3.24%,不变,--,002460
2017-06-30,黄闻,个人,A股,7544140,1.45%,不变,--,002460
2017-06-30,熊剑浪,个人,A股,4687540,0.90%,不变,--,002460
2017-06-30,王武,个人,A股,3550826,0.68%,新进,--,002460
2017-03-31,李良彬,个人,A股,44961742,8.50%,不变,--,002460
2017-03-31,王晓申,个人,A股,16816484,3.18%,不变,--,002460
2017-03-31,黄闻,个人,A股,7544140,1.43%,不变,--,002460
2017-03-31,熊剑浪,个人,A股,4687540,0.89%,不变,--,002460
2016-12-31,李良彬,个人,A股,44961742,8.50%,不变,--,002460
2016-12-31,李宗松,个人,A股,24067248,4.55%,13325810,124.06%,002460
2016-12-31,王晓申,个人,A股,16816484,3.18%,不变,--,002460
2016-12-31,黄闻,个人,A股,7544140,1.43%,不变,--,002460
2016-12-31,丁胜,个人,A股,7125738,1.35%,-407200,-5.41%,002460
2016-12-31,熊剑浪,个人,A股,4687540,0.89%,不变,--,002460
2016-12-31,陈雯鸶,个人,A股,2838500,0.54%,新进,--,002460
2016-12-31,胡海鹰,个人,A股,2223100,0.42%,新进,--,002460
2016-09-30,李良彬,个人,A股,44961742,8.67%,不变,--,002460
2016-09-30,王晓申,个人,A股,16816484,3.24%,不变,--,002460
2016-09-30,李宗松,个人,A股,10741438,2.07%,新进,--,002460
2016-09-30,黄闻,个人,A股,7544140,1.46%,不变,--,002460
2016-09-30,丁胜,个人,A股,7532938,1.45%,4539418,151.64%,002460
2016-09-30,熊剑浪,个人,A股,4687540,0.90%,不变,--,002460
2017-09-30,李国院,个人,A股,2311900,0.34%,新进,--,002461
2017-09-30,巢建芬,个人,A股,2231201,0.33%,新进,--,002461
2017-09-30,刘凯斌,个人,A股,1916173,0.28%,不变,--,002461
2017-06-30,刘凯斌,个人,A股,1916173,0.28%,不变,--,002461
2017-03-31,刘凯斌,个人,A股,1916173,0.28%,不变,--,002461
2016-12-31,刘凯斌,个人,A股,1916173,0.28%,不变,--,002461
2016-09-30,刘凯斌,个人,A股,1916173,0.28%,45800,2.45%,002461
2017-09-30,王莲枝,个人,A股,11200040,0.67%,1234500,12.39%,002463
2017-09-30,黄立山,个人,A股,6545000,0.39%,新进,--,002463
2017-06-30,王莲枝,个人,A股,9965540,0.60%,142506,1.45%,002463
2017-03-31,王莲枝,个人,A股,9823034,0.59%,-553900,-5.34%,002463
2017-03-31,黄立山,个人,A股,6505078,0.39%,495100,8.24%,002463
2016-12-31,王莲枝,个人,A股,10376934,0.62%,1272000,13.97%,002463
2016-12-31,邹嘉俊,个人,A股,8122124,0.49%,-110200,-1.34%,002463
2016-12-31,黄立山,个人,A股,6009978,0.36%,新进,--,002463
2016-09-30,王莲枝,个人,A股,9104934,0.54%,新进,--,002463
2016-09-30,邹嘉俊,个人,A股,8232324,0.49%,新进,--,002463
2017-09-30,石亚君,个人,A股,32512585,13.96%,不变,--,002464
2017-09-30,谷红亮,个人,A股,6682100,2.87%,新进,--,002464
2017-06-30,石亚君,个人,A股,32512585,13.96%,12192219,60.00%,002464
2017-03-31,石亚君,个人,A股,20320366,13.96%,不变,--,002464
2016-12-31,石亚君,个人,A股,20320366,13.96%,不变,--,002464
2016-09-30,石亚君,个人,A股,20320366,13.96%,不变,--,002464
2017-09-30,杨海洲,个人,A股,15751664,0.85%,新进,--,002465
2017-09-30,张志强,个人,A股,15253427,0.82%,不变,--,002465
2017-09-30,张招兴,个人,A股,13690000,0.74%,-10000,-0.07%,002465
2017-06-30,张志强,个人,A股,15253427,0.82%,不变,--,002465
2017-06-30,张招兴,个人,A股,13700000,0.74%,-150000,-1.08%,002465
2017-03-31,杨海洲,个人,A股,15751664,0.86%,不变,--,002465
2017-03-31,张志强,个人,A股,15253427,0.83%,新进,--,002465
2017-03-31,张招兴,个人,A股,13850000,0.75%,新进,--,002465
2016-12-31,古苑钦,个人,A股,20604622,1.12%,不变,--,002465
2016-12-31,赵友永,个人,A股,18538302,1.01%,新进,--,002465
2016-12-31,杨海洲,个人,A股,15751664,0.86%,不变,--,002465
2016-09-30,古苑钦,个人,A股,20604622,1.12%,不变,--,002465
2016-09-30,杨海洲,个人,A股,15751664,0.86%,不变,--,002465
2016-09-30,张招兴,个人,A股,13850000,0.75%,不变,--,002465
2017-09-30,张静,个人,A股,51290880,5.20%,不变,--,002466
2017-06-30,张静,个人,A股,51290880,5.20%,不变,--,002466
2017-03-31,张静,个人,A股,51290880,5.20%,不变,--,002466
2017-03-31,陈黎春,个人,A股,5788609,0.59%,72280,1.26%,002466
2016-12-31,张静,个人,A股,51290880,5.20%,不变,--,002466
2016-12-31,张碧华,个人,A股,8700307,0.88%,新进,--,002466
2016-12-31,陈黎春,个人,A股,5716329,0.58%,143900,2.58%,002466
2016-09-30,张静,个人,A股,51290880,5.21%,不变,--,002466
2016-09-30,陈黎春,个人,A股,5572429,0.57%,191100,3.55%,002466
2017-09-30,陈晨,个人,A股,31550000,4.80%,不变,--,002467
2017-09-30,宗明杰,个人,A股,22376000,3.41%,不变,--,002467
2017-09-30,张彤,个人,A股,17500000,2.66%,不变,--,002467
2017-09-30,吴天舒,个人,A股,12327044,1.88%,不变,--,002467
2017-09-30,张大庆,个人,A股,10960000,1.67%,-60000,-0.54%,002467
2017-09-30,宋凌,个人,A股,10800000,1.64%,200000,1.89%,002467
